image_id,0
0-11441,"[{""video_id"":0,""sequence"":996,""video_frame"":11441,""sequence_frame"":16,""image_id"":""0-11441"",""annotations"":[]}]"
0-11442,"[{""video_id"":0,""sequence"":996,""video_frame"":11442,""sequence_frame"":17,""image_id"":""0-11442"",""annotations"":[]}]"
0-11443,"[{""video_id"":0,""sequence"":996,""video_frame"":11443,""sequence_frame"":18,""image_id"":""0-11443"",""annotations"":[]}]"
0-11444,"[{""video_id"":0,""sequence"":996,""video_frame"":11444,""sequence_frame"":19,""image_id"":""0-11444"",""annotations"":[]}]"
0-11445,"[{""video_id"":0,""sequence"":996,""video_frame"":11445,""sequence_frame"":20,""image_id"":""0-11445"",""annotations"":[]}]"
0-11446,"[{""video_id"":0,""sequence"":996,""video_frame"":11446,""sequence_frame"":21,""image_id"":""0-11446"",""annotations"":[]}]"
0-11447,"[{""video_id"":0,""sequence"":996,""video_frame"":11447,""sequence_frame"":22,""image_id"":""0-11447"",""annotations"":[]}]"
0-11448,"[{""video_id"":0,""sequence"":996,""video_frame"":11448,""sequence_frame"":23,""image_id"":""0-11448"",""annotations"":[]}]"
0-11449,"[{""video_id"":0,""sequence"":996,""video_frame"":11449,""sequence_frame"":24,""image_id"":""0-11449"",""annotations"":[]}]"
0-1145,"[{""video_id"":0,""sequence"":45518,""video_frame"":1145,""sequence_frame"":272,""image_id"":""0-1145"",""annotations"":[]}]"
0-11450,"[{""video_id"":0,""sequence"":996,""video_frame"":11450,""sequence_frame"":25,""image_id"":""0-11450"",""annotations"":[]}]"
0-11451,"[{""video_id"":0,""sequence"":996,""video_frame"":11451,""sequence_frame"":26,""image_id"":""0-11451"",""annotations"":[]}]"
0-11452,"[{""video_id"":0,""sequence"":996,""video_frame"":11452,""sequence_frame"":27,""image_id"":""0-11452"",""annotations"":[]}]"
0-11453,"[{""video_id"":0,""sequence"":996,""video_frame"":11453,""sequence_frame"":28,""image_id"":""0-11453"",""annotations"":[]}]"
0-11454,"[{""video_id"":0,""sequence"":996,""video_frame"":11454,""sequence_frame"":29,""image_id"":""0-11454"",""annotations"":[]}]"
0-11455,"[{""video_id"":0,""sequence"":996,""video_frame"":11455,""sequence_frame"":30,""image_id"":""0-11455"",""annotations"":[]}]"
0-11456,"[{""video_id"":0,""sequence"":996,""video_frame"":11456,""sequence_frame"":31,""image_id"":""0-11456"",""annotations"":[]}]"
0-11457,"[{""video_id"":0,""sequence"":996,""video_frame"":11457,""sequence_frame"":32,""image_id"":""0-11457"",""annotations"":[]}]"
0-11458,"[{""video_id"":0,""sequence"":996,""video_frame"":11458,""sequence_frame"":33,""image_id"":""0-11458"",""annotations"":[]}]"
0-11459,"[{""video_id"":0,""sequence"":996,""video_frame"":11459,""sequence_frame"":34,""image_id"":""0-11459"",""annotations"":[]}]"
0-1146,"[{""video_id"":0,""sequence"":45518,""video_frame"":1146,""sequence_frame"":273,""image_id"":""0-1146"",""annotations"":[]}]"
0-11460,"[{""video_id"":0,""sequence"":996,""video_frame"":11460,""sequence_frame"":35,""image_id"":""0-11460"",""annotations"":[]}]"
0-11461,"[{""video_id"":0,""sequence"":996,""video_frame"":11461,""sequence_frame"":36,""image_id"":""0-11461"",""annotations"":[]}]"
0-11462,"[{""video_id"":0,""sequence"":996,""video_frame"":11462,""sequence_frame"":37,""image_id"":""0-11462"",""annotations"":[]}]"
0-11463,"[{""video_id"":0,""sequence"":996,""video_frame"":11463,""sequence_frame"":38,""image_id"":""0-11463"",""annotations"":[]}]"
0-11464,"[{""video_id"":0,""sequence"":996,""video_frame"":11464,""sequence_frame"":39,""image_id"":""0-11464"",""annotations"":[]}]"
0-11465,"[{""video_id"":0,""sequence"":996,""video_frame"":11465,""sequence_frame"":40,""image_id"":""0-11465"",""annotations"":[]}]"
0-11466,"[{""video_id"":0,""sequence"":996,""video_frame"":11466,""sequence_frame"":41,""image_id"":""0-11466"",""annotations"":[]}]"
0-11467,"[{""video_id"":0,""sequence"":996,""video_frame"":11467,""sequence_frame"":42,""image_id"":""0-11467"",""annotations"":[]}]"
0-11468,"[{""video_id"":0,""sequence"":996,""video_frame"":11468,""sequence_frame"":43,""image_id"":""0-11468"",""annotations"":[]}]"
0-11469,"[{""video_id"":0,""sequence"":996,""video_frame"":11469,""sequence_frame"":44,""image_id"":""0-11469"",""annotations"":[]}]"
0-1147,"[{""video_id"":0,""sequence"":45518,""video_frame"":1147,""sequence_frame"":274,""image_id"":""0-1147"",""annotations"":[]}]"
0-11470,"[{""video_id"":0,""sequence"":996,""video_frame"":11470,""sequence_frame"":45,""image_id"":""0-11470"",""annotations"":[]}]"
0-11471,"[{""video_id"":0,""sequence"":996,""video_frame"":11471,""sequence_frame"":46,""image_id"":""0-11471"",""annotations"":[]}]"
0-11472,"[{""video_id"":0,""sequence"":996,""video_frame"":11472,""sequence_frame"":47,""image_id"":""0-11472"",""annotations"":[]}]"
0-11473,"[{""video_id"":0,""sequence"":996,""video_frame"":11473,""sequence_frame"":48,""image_id"":""0-11473"",""annotations"":[]}]"
0-11474,"[{""video_id"":0,""sequence"":996,""video_frame"":11474,""sequence_frame"":49,""image_id"":""0-11474"",""annotations"":[]}]"
0-11475,"[{""video_id"":0,""sequence"":996,""video_frame"":11475,""sequence_frame"":50,""image_id"":""0-11475"",""annotations"":[]}]"
0-11476,"[{""video_id"":0,""sequence"":996,""video_frame"":11476,""sequence_frame"":51,""image_id"":""0-11476"",""annotations"":[]}]"
0-11477,"[{""video_id"":0,""sequence"":996,""video_frame"":11477,""sequence_frame"":52,""image_id"":""0-11477"",""annotations"":[]}]"
0-11478,"[{""video_id"":0,""sequence"":996,""video_frame"":11478,""sequence_frame"":53,""image_id"":""0-11478"",""annotations"":[]}]"
0-11479,"[{""video_id"":0,""sequence"":996,""video_frame"":11479,""sequence_frame"":54,""image_id"":""0-11479"",""annotations"":[]}]"
0-1148,"[{""video_id"":0,""sequence"":45518,""video_frame"":1148,""sequence_frame"":275,""image_id"":""0-1148"",""annotations"":[]}]"
0-11480,"[{""video_id"":0,""sequence"":996,""video_frame"":11480,""sequence_frame"":55,""image_id"":""0-11480"",""annotations"":[]}]"
0-11481,"[{""video_id"":0,""sequence"":996,""video_frame"":11481,""sequence_frame"":56,""image_id"":""0-11481"",""annotations"":[]}]"
0-11482,"[{""video_id"":0,""sequence"":996,""video_frame"":11482,""sequence_frame"":57,""image_id"":""0-11482"",""annotations"":[]}]"
0-11483,"[{""video_id"":0,""sequence"":996,""video_frame"":11483,""sequence_frame"":58,""image_id"":""0-11483"",""annotations"":[]}]"
0-11484,"[{""video_id"":0,""sequence"":996,""video_frame"":11484,""sequence_frame"":59,""image_id"":""0-11484"",""annotations"":[]}]"
0-11485,"[{""video_id"":0,""sequence"":996,""video_frame"":11485,""sequence_frame"":60,""image_id"":""0-11485"",""annotations"":[]}]"
0-11486,"[{""video_id"":0,""sequence"":996,""video_frame"":11486,""sequence_frame"":61,""image_id"":""0-11486"",""annotations"":[]}]"
0-11487,"[{""video_id"":0,""sequence"":996,""video_frame"":11487,""sequence_frame"":62,""image_id"":""0-11487"",""annotations"":[]}]"
0-11488,"[{""video_id"":0,""sequence"":996,""video_frame"":11488,""sequence_frame"":63,""image_id"":""0-11488"",""annotations"":[]}]"
0-11489,"[{""video_id"":0,""sequence"":996,""video_frame"":11489,""sequence_frame"":64,""image_id"":""0-11489"",""annotations"":[]}]"
0-1149,"[{""video_id"":0,""sequence"":45518,""video_frame"":1149,""sequence_frame"":276,""image_id"":""0-1149"",""annotations"":[]}]"
0-11490,"[{""video_id"":0,""sequence"":996,""video_frame"":11490,""sequence_frame"":65,""image_id"":""0-11490"",""annotations"":[]}]"
0-11491,"[{""video_id"":0,""sequence"":996,""video_frame"":11491,""sequence_frame"":66,""image_id"":""0-11491"",""annotations"":[]}]"
0-11492,"[{""video_id"":0,""sequence"":996,""video_frame"":11492,""sequence_frame"":67,""image_id"":""0-11492"",""annotations"":[]}]"
0-11493,"[{""video_id"":0,""sequence"":996,""video_frame"":11493,""sequence_frame"":68,""image_id"":""0-11493"",""annotations"":[]}]"
0-11494,"[{""video_id"":0,""sequence"":996,""video_frame"":11494,""sequence_frame"":69,""image_id"":""0-11494"",""annotations"":[]}]"
0-11495,"[{""video_id"":0,""sequence"":996,""video_frame"":11495,""sequence_frame"":70,""image_id"":""0-11495"",""annotations"":[]}]"
0-11496,"[{""video_id"":0,""sequence"":996,""video_frame"":11496,""sequence_frame"":71,""image_id"":""0-11496"",""annotations"":[]}]"
0-11497,"[{""video_id"":0,""sequence"":996,""video_frame"":11497,""sequence_frame"":72,""image_id"":""0-11497"",""annotations"":[]}]"
0-11498,"[{""video_id"":0,""sequence"":996,""video_frame"":11498,""sequence_frame"":73,""image_id"":""0-11498"",""annotations"":[]}]"
0-11499,"[{""video_id"":0,""sequence"":996,""video_frame"":11499,""sequence_frame"":74,""image_id"":""0-11499"",""annotations"":[]}]"
0-115,"[{""video_id"":0,""sequence"":40258,""video_frame"":115,""sequence_frame"":115,""image_id"":""0-115"",""annotations"":[{""x"":653,""y"":8,""width"":25,""height"":26}]}]"
0-1150,"[{""video_id"":0,""sequence"":45518,""video_frame"":1150,""sequence_frame"":277,""image_id"":""0-1150"",""annotations"":[]}]"
0-11500,"[{""video_id"":0,""sequence"":996,""video_frame"":11500,""sequence_frame"":75,""image_id"":""0-11500"",""annotations"":[]}]"
0-11501,"[{""video_id"":0,""sequence"":996,""video_frame"":11501,""sequence_frame"":76,""image_id"":""0-11501"",""annotations"":[]}]"
0-11502,"[{""video_id"":0,""sequence"":996,""video_frame"":11502,""sequence_frame"":77,""image_id"":""0-11502"",""annotations"":[]}]"
0-11503,"[{""video_id"":0,""sequence"":996,""video_frame"":11503,""sequence_frame"":78,""image_id"":""0-11503"",""annotations"":[]}]"
0-11504,"[{""video_id"":0,""sequence"":996,""video_frame"":11504,""sequence_frame"":79,""image_id"":""0-11504"",""annotations"":[]}]"
0-11505,"[{""video_id"":0,""sequence"":996,""video_frame"":11505,""sequence_frame"":80,""image_id"":""0-11505"",""annotations"":[]}]"
0-11506,"[{""video_id"":0,""sequence"":996,""video_frame"":11506,""sequence_frame"":81,""image_id"":""0-11506"",""annotations"":[]}]"
0-11507,"[{""video_id"":0,""sequence"":996,""video_frame"":11507,""sequence_frame"":82,""image_id"":""0-11507"",""annotations"":[]}]"
0-11508,"[{""video_id"":0,""sequence"":996,""video_frame"":11508,""sequence_frame"":83,""image_id"":""0-11508"",""annotations"":[]}]"
0-11509,"[{""video_id"":0,""sequence"":996,""video_frame"":11509,""sequence_frame"":84,""image_id"":""0-11509"",""annotations"":[]}]"
0-1151,"[{""video_id"":0,""sequence"":45518,""video_frame"":1151,""sequence_frame"":278,""image_id"":""0-1151"",""annotations"":[]}]"
0-11510,"[{""video_id"":0,""sequence"":996,""video_frame"":11510,""sequence_frame"":85,""image_id"":""0-11510"",""annotations"":[]}]"
0-11511,"[{""video_id"":0,""sequence"":996,""video_frame"":11511,""sequence_frame"":86,""image_id"":""0-11511"",""annotations"":[]}]"
0-11512,"[{""video_id"":0,""sequence"":996,""video_frame"":11512,""sequence_frame"":87,""image_id"":""0-11512"",""annotations"":[]}]"
0-11513,"[{""video_id"":0,""sequence"":996,""video_frame"":11513,""sequence_frame"":88,""image_id"":""0-11513"",""annotations"":[]}]"
0-11514,"[{""video_id"":0,""sequence"":996,""video_frame"":11514,""sequence_frame"":89,""image_id"":""0-11514"",""annotations"":[]}]"
0-11515,"[{""video_id"":0,""sequence"":996,""video_frame"":11515,""sequence_frame"":90,""image_id"":""0-11515"",""annotations"":[]}]"
0-11516,"[{""video_id"":0,""sequence"":996,""video_frame"":11516,""sequence_frame"":91,""image_id"":""0-11516"",""annotations"":[]}]"
0-11517,"[{""video_id"":0,""sequence"":996,""video_frame"":11517,""sequence_frame"":92,""image_id"":""0-11517"",""annotations"":[]}]"
0-11518,"[{""video_id"":0,""sequence"":996,""video_frame"":11518,""sequence_frame"":93,""image_id"":""0-11518"",""annotations"":[]}]"
0-11519,"[{""video_id"":0,""sequence"":996,""video_frame"":11519,""sequence_frame"":94,""image_id"":""0-11519"",""annotations"":[]}]"
0-1152,"[{""video_id"":0,""sequence"":45518,""video_frame"":1152,""sequence_frame"":279,""image_id"":""0-1152"",""annotations"":[]}]"
0-11520,"[{""video_id"":0,""sequence"":996,""video_frame"":11520,""sequence_frame"":95,""image_id"":""0-11520"",""annotations"":[]}]"
0-11521,"[{""video_id"":0,""sequence"":996,""video_frame"":11521,""sequence_frame"":96,""image_id"":""0-11521"",""annotations"":[]}]"
0-11522,"[{""video_id"":0,""sequence"":996,""video_frame"":11522,""sequence_frame"":97,""image_id"":""0-11522"",""annotations"":[]}]"
0-11523,"[{""video_id"":0,""sequence"":996,""video_frame"":11523,""sequence_frame"":98,""image_id"":""0-11523"",""annotations"":[]}]"
0-11524,"[{""video_id"":0,""sequence"":996,""video_frame"":11524,""sequence_frame"":99,""image_id"":""0-11524"",""annotations"":[]}]"
0-11525,"[{""video_id"":0,""sequence"":996,""video_frame"":11525,""sequence_frame"":100,""image_id"":""0-11525"",""annotations"":[]}]"
0-11526,"[{""video_id"":0,""sequence"":996,""video_frame"":11526,""sequence_frame"":101,""image_id"":""0-11526"",""annotations"":[]}]"
0-11527,"[{""video_id"":0,""sequence"":996,""video_frame"":11527,""sequence_frame"":102,""image_id"":""0-11527"",""annotations"":[]}]"
0-11528,"[{""video_id"":0,""sequence"":996,""video_frame"":11528,""sequence_frame"":103,""image_id"":""0-11528"",""annotations"":[]}]"
0-11529,"[{""video_id"":0,""sequence"":996,""video_frame"":11529,""sequence_frame"":104,""image_id"":""0-11529"",""annotations"":[]}]"
0-1153,"[{""video_id"":0,""sequence"":45518,""video_frame"":1153,""sequence_frame"":280,""image_id"":""0-1153"",""annotations"":[]}]"
0-11530,"[{""video_id"":0,""sequence"":996,""video_frame"":11530,""sequence_frame"":105,""image_id"":""0-11530"",""annotations"":[]}]"
0-11531,"[{""video_id"":0,""sequence"":996,""video_frame"":11531,""sequence_frame"":106,""image_id"":""0-11531"",""annotations"":[]}]"
0-11532,"[{""video_id"":0,""sequence"":996,""video_frame"":11532,""sequence_frame"":107,""image_id"":""0-11532"",""annotations"":[]}]"
0-11533,"[{""video_id"":0,""sequence"":996,""video_frame"":11533,""sequence_frame"":108,""image_id"":""0-11533"",""annotations"":[]}]"
0-11534,"[{""video_id"":0,""sequence"":996,""video_frame"":11534,""sequence_frame"":109,""image_id"":""0-11534"",""annotations"":[]}]"
0-11535,"[{""video_id"":0,""sequence"":996,""video_frame"":11535,""sequence_frame"":110,""image_id"":""0-11535"",""annotations"":[]}]"
0-11536,"[{""video_id"":0,""sequence"":996,""video_frame"":11536,""sequence_frame"":111,""image_id"":""0-11536"",""annotations"":[]}]"
0-11537,"[{""video_id"":0,""sequence"":996,""video_frame"":11537,""sequence_frame"":112,""image_id"":""0-11537"",""annotations"":[]}]"
0-11538,"[{""video_id"":0,""sequence"":996,""video_frame"":11538,""sequence_frame"":113,""image_id"":""0-11538"",""annotations"":[]}]"
0-11539,"[{""video_id"":0,""sequence"":996,""video_frame"":11539,""sequence_frame"":114,""image_id"":""0-11539"",""annotations"":[]}]"
0-1154,"[{""video_id"":0,""sequence"":45518,""video_frame"":1154,""sequence_frame"":281,""image_id"":""0-1154"",""annotations"":[]}]"
0-11540,"[{""video_id"":0,""sequence"":996,""video_frame"":11540,""sequence_frame"":115,""image_id"":""0-11540"",""annotations"":[]}]"
0-11541,"[{""video_id"":0,""sequence"":996,""video_frame"":11541,""sequence_frame"":116,""image_id"":""0-11541"",""annotations"":[]}]"
0-11542,"[{""video_id"":0,""sequence"":996,""video_frame"":11542,""sequence_frame"":117,""image_id"":""0-11542"",""annotations"":[]}]"
0-11543,"[{""video_id"":0,""sequence"":996,""video_frame"":11543,""sequence_frame"":118,""image_id"":""0-11543"",""annotations"":[]}]"
0-11544,"[{""video_id"":0,""sequence"":996,""video_frame"":11544,""sequence_frame"":119,""image_id"":""0-11544"",""annotations"":[]}]"
0-11545,"[{""video_id"":0,""sequence"":996,""video_frame"":11545,""sequence_frame"":120,""image_id"":""0-11545"",""annotations"":[]}]"
0-11546,"[{""video_id"":0,""sequence"":996,""video_frame"":11546,""sequence_frame"":121,""image_id"":""0-11546"",""annotations"":[]}]"
0-11547,"[{""video_id"":0,""sequence"":996,""video_frame"":11547,""sequence_frame"":122,""image_id"":""0-11547"",""annotations"":[]}]"
0-11548,"[{""video_id"":0,""sequence"":996,""video_frame"":11548,""sequence_frame"":123,""image_id"":""0-11548"",""annotations"":[]}]"
0-11549,"[{""video_id"":0,""sequence"":996,""video_frame"":11549,""sequence_frame"":124,""image_id"":""0-11549"",""annotations"":[]}]"
0-1155,"[{""video_id"":0,""sequence"":45518,""video_frame"":1155,""sequence_frame"":282,""image_id"":""0-1155"",""annotations"":[]}]"
0-11550,"[{""video_id"":0,""sequence"":996,""video_frame"":11550,""sequence_frame"":125,""image_id"":""0-11550"",""annotations"":[]}]"
0-11551,"[{""video_id"":0,""sequence"":996,""video_frame"":11551,""sequence_frame"":126,""image_id"":""0-11551"",""annotations"":[]}]"
0-11552,"[{""video_id"":0,""sequence"":996,""video_frame"":11552,""sequence_frame"":127,""image_id"":""0-11552"",""annotations"":[]}]"
0-11553,"[{""video_id"":0,""sequence"":996,""video_frame"":11553,""sequence_frame"":128,""image_id"":""0-11553"",""annotations"":[]}]"
0-11554,"[{""video_id"":0,""sequence"":996,""video_frame"":11554,""sequence_frame"":129,""image_id"":""0-11554"",""annotations"":[]}]"
0-11555,"[{""video_id"":0,""sequence"":996,""video_frame"":11555,""sequence_frame"":130,""image_id"":""0-11555"",""annotations"":[]}]"
0-11556,"[{""video_id"":0,""sequence"":996,""video_frame"":11556,""sequence_frame"":131,""image_id"":""0-11556"",""annotations"":[]}]"
0-11557,"[{""video_id"":0,""sequence"":996,""video_frame"":11557,""sequence_frame"":132,""image_id"":""0-11557"",""annotations"":[]}]"
0-11558,"[{""video_id"":0,""sequence"":996,""video_frame"":11558,""sequence_frame"":133,""image_id"":""0-11558"",""annotations"":[]}]"
0-11559,"[{""video_id"":0,""sequence"":996,""video_frame"":11559,""sequence_frame"":134,""image_id"":""0-11559"",""annotations"":[]}]"
0-1156,"[{""video_id"":0,""sequence"":45518,""video_frame"":1156,""sequence_frame"":283,""image_id"":""0-1156"",""annotations"":[]}]"
0-11560,"[{""video_id"":0,""sequence"":996,""video_frame"":11560,""sequence_frame"":135,""image_id"":""0-11560"",""annotations"":[]}]"
0-11561,"[{""video_id"":0,""sequence"":996,""video_frame"":11561,""sequence_frame"":136,""image_id"":""0-11561"",""annotations"":[]}]"
0-11562,"[{""video_id"":0,""sequence"":996,""video_frame"":11562,""sequence_frame"":137,""image_id"":""0-11562"",""annotations"":[]}]"
0-11563,"[{""video_id"":0,""sequence"":996,""video_frame"":11563,""sequence_frame"":138,""image_id"":""0-11563"",""annotations"":[]}]"
0-11564,"[{""video_id"":0,""sequence"":996,""video_frame"":11564,""sequence_frame"":139,""image_id"":""0-11564"",""annotations"":[]}]"
0-11565,"[{""video_id"":0,""sequence"":996,""video_frame"":11565,""sequence_frame"":140,""image_id"":""0-11565"",""annotations"":[]}]"
0-11566,"[{""video_id"":0,""sequence"":996,""video_frame"":11566,""sequence_frame"":141,""image_id"":""0-11566"",""annotations"":[]}]"
